Ссылка,Цена,Количество комнат,Тип дома,Год постройки,Этаж,Этажность,"Площадь, м2",Балкон,Санузел,Потолки,Квартира мебелирована,Состояние квартиры,Район
https://krisha.kz//a/show/684137153,18350000.0,1.0,монолитный,2018.0,1.0,8.0,40.0,балкон,,2.7,,хорошее, Алматы р-н
https://krisha.kz//a/show/692615902,24000000.0,2.0,кирпичный,2015.0,1.0,11.0,52.8,,раздельный,2.7,,хорошее, Сарыарка р-н
https://krisha.kz//a/show/692377003,25000000.0,2.0,кирпичный,2015.0,3.0,9.0,60.2,,,,,, Алматы р-н
https://krisha.kz//a/show/691853006,14000000.0,1.0,панельный,1981.0,2.0,5.0,36.0,балкон,совмещенный,2.7,,хорошее, Сарыарка р-н
https://krisha.kz//a/show/690943003,27000000.0,2.0,монолитный,2021.0,1.0,23.0,84.0,,,2.9,,черновая отделка, Алматы р-н
https://krisha.kz//a/show/689718340,20600000.0,2.0,кирпичный,2024.0,3.0,10.0,54.9,лоджия,совмещенный,3.0,,черновая отделка, Есильский р-н
https://krisha.kz//a/show/685467898,52000000.0,3.0,монолитный,2022.0,6.0,12.0,85.0,лоджия,,3.0,,хорошее, Нура р-н
https://krisha.kz//a/show/691025085,22000000.0,2.0,монолитный,2016.0,2.0,18.0,48.0,лоджия,,2.7,,хорошее, Алматы р-н
https://krisha.kz//a/show/689149008,23500000.0,1.0,монолитный,2014.0,1.0,15.0,49.4,,,2.7,,, Есильский р-н
https://krisha.kz//a/show/688552844,23500000.0,1.0,кирпичный,2022.0,2.0,9.0,39.0,,,,,хорошее, Нура р-н
https://krisha.kz//a/show/691928209,28000000.0,2.0,монолитный,2021.0,3.0,10.0,53.0,лоджия,совмещенный,2.9,,, Нура р-н
https://krisha.kz//a/show/689393958,17500000.0,1.0,кирпичный,2023.0,1.0,9.0,40.41,балкон,,2.7,,хорошее, Алматы р-н
https://krisha.kz//a/show/683490706,22000000.0,2.0,кирпичный,2011.0,1.0,16.0,56.0,балкон,,2.7,,хорошее, Алматы р-н
https://krisha.kz//a/show/690991574,40000000.0,3.0,монолитный,2020.0,2.0,22.0,82.0,лоджия,,,,хорошее, р-н Байконур
https://krisha.kz//a/show/686775235,89000000.0,3.0,монолитный,2020.0,9.0,9.0,104.0,,,3.0,,хорошее, Есильский р-н
https://krisha.kz//a/show/691914982,37000000.0,2.0,кирпичный,2021.0,4.0,12.0,66.0,,совмещенный,3.0,,, Есильский р-н
https://krisha.kz//a/show/692232831,20300000.0,2.0,монолитный,2010.0,4.0,12.0,58.0,несколько балконов или лоджий,,2.7,,хорошее, Есильский р-н
https://krisha.kz//a/show/691652517,25500000.0,1.0,монолитный,2023.0,1.0,17.0,41.0,лоджия,,3.0,,хорошее, Есильский р-н
https://krisha.kz//a/show/692287477,16400000.0,1.0,монолитный,2010.0,1.0,15.0,42.8,балкон,,2.7,,среднее, Есильский р-н
https://krisha.kz//a/show/687641246,53000000.0,3.0,монолитный,2021.0,5.0,12.0,84.7,лоджия,,3.0,,хорошее, Есильский р-н
https://krisha.kz//a/show/687036678,28500000.0,2.0,монолитный,2016.0,1.0,18.0,68.0,балкон,раздельный,2.7,,хорошее, Нура р-н
https://krisha.kz//a/show/688421078,9920900.0,1.0,кирпичный,2024.0,,,34.21,,совмещенный,,,, Нура р-н
https://krisha.kz//a/show/685378102,19403550.0,2.0,монолитный,2024.0,,,47.91,,совмещенный,,,, Нура р-н
https://krisha.kz//a/show/691174742,44900000.0,2.0,монолитный,2023.0,8.0,8.0,74.2,,,3.0,,, Есильский р-н
https://krisha.kz//a/show/691166316,38500000.0,2.0,монолитный,2008.0,9.0,36.0,74.6,,совмещенный,2.8,,, Есильский р-н
https://krisha.kz//a/show/690926216,46500000.0,3.0,монолитный,2023.0,7.0,15.0,79.0,лоджия,,3.0,,хорошее, Алматы р-н
https://krisha.kz//a/show/689894000,15900000.0,1.0,кирпичный,2023.0,6.0,12.0,38.0,,,3.0,,требует ремонта, Нура р-н
https://krisha.kz//a/show/691240222,15300000.0,1.0,кирпичный,2023.0,7.0,9.0,40.0,лоджия,,2.7,,хорошее, Алматы р-н
https://krisha.kz//a/show/689978933,23500000.0,1.0,кирпичный,2022.0,5.0,10.0,43.0,лоджия,,3.0,,хорошее, Нура р-н
https://krisha.kz//a/show/689685753,30000000.0,2.0,монолитный,2021.0,1.0,24.0,84.1,лоджия,,2.9,,черновая отделка, Алматы р-н
https://krisha.kz//a/show/691726776,16000000.0,2.0,панельный,1961.0,5.0,5.0,44.3,,,,,, Сарыарка р-н
https://krisha.kz//a/show/691224705,13500000.0,1.0,кирпичный,2023.0,2.0,12.0,39.0,,,2.7,,, Сарыарка р-н
https://krisha.kz//a/show/690228126,25500000.0,2.0,монолитный,2021.0,2.0,9.0,42.0,балкон,,2.7,,хорошее, Есильский р-н
https://krisha.kz//a/show/688379948,18100000.0,1.0,кирпичный,2016.0,1.0,14.0,45.6,,,2.8,,хорошее, Есильский р-н
https://krisha.kz//a/show/687051506,16999999.0,1.0,монолитный,2013.0,2.0,14.0,37.0,балкон,,2.7,,хорошее, Алматы р-н
https://krisha.kz//a/show/689781262,37900000.0,2.0,монолитный,2015.0,4.0,4.0,73.1,,,2.75,,хорошее, Есильский р-н
https://krisha.kz//a/show/684123453,25000000.0,2.0,кирпичный,2022.0,8.0,11.0,54.0,несколько балконов или лоджий,,2.7,,хорошее, Есильский р-н
https://krisha.kz//a/show/690422699,55000000.0,3.0,монолитный,2008.0,5.0,43.0,112.0,,,2.8,,хорошее, Есильский р-н
https://krisha.kz//a/show/691327876,10900000.0,1.0,монолитный,2011.0,2.0,5.0,19.0,,,2.7,,хорошее, Есильский р-н
https://krisha.kz//a/show/678183029,21900000.0,2.0,,1989.0,1.0,5.0,52.0,,раздельный,2.7,,хорошее, р-н Байконур
https://krisha.kz//a/show/691293053,24000000.0,1.0,кирпичный,2023.0,3.0,9.0,40.4,лоджия,,3.0,,хорошее, Есильский р-н
https://krisha.kz//a/show/689572752,15999999.0,1.0,монолитный,2023.0,1.0,17.0,35.0,балкон,,2.7,,черновая отделка, Есильский р-н
https://krisha.kz//a/show/669518587,15764000.0,2.0,кирпичный,2023.0,,,56.3,,совмещенный,,,, Нура р-н
https://krisha.kz//a/show/684226070,23000000.0,1.0,монолитный,2013.0,8.0,14.0,41.0,балкон,,,,хорошее, Есильский р-н
https://krisha.kz//a/show/690359240,35500000.0,2.0,монолитный,2023.0,1.0,14.0,63.0,балкон,,3.0,,хорошее, Алматы р-н
https://krisha.kz//a/show/680132764,20000000.0,1.0,кирпичный,2022.0,1.0,10.0,38.9,лоджия,,3.0,,черновая отделка, Алматы р-н
https://krisha.kz//a/show/692039841,40000000.0,2.0,монолитный,2021.0,7.0,9.0,75.5,балкон,,3.0,,хорошее, Алматы р-н
https://krisha.kz//a/show/691437009,28000000.0,2.0,,2023.0,4.0,9.0,59.0,,,3.0,,, Есильский р-н
https://krisha.kz//a/show/690846770,35000000.0,2.0,монолитный,2021.0,1.0,18.0,65.7,лоджия,,3.0,,хорошее, Алматы р-н
https://krisha.kz//a/show/690634776,18700000.0,1.0,кирпичный,2022.0,9.0,12.0,35.0,лоджия,,3.0,,хорошее, Нура р-н
https://krisha.kz//a/show/688493725,26000000.0,2.0,кирпичный,2015.0,5.0,5.0,60.0,балкон,раздельный,2.7,,хорошее, Есильский р-н
https://krisha.kz//a/show/686231266,52000000.0,3.0,монолитный,2021.0,8.0,10.0,100.9,несколько балконов или лоджий,,2.8,,хорошее, Есильский р-н
https://krisha.kz//a/show/692393026,23000000.0,1.0,кирпичный,2021.0,2.0,12.0,38.0,балкон,,2.7,,хорошее, Есильский р-н
https://krisha.kz//a/show/691270279,27000000.0,1.0,кирпичный,2018.0,4.0,9.0,42.0,,,3.0,,, Есильский р-н
https://krisha.kz//a/show/688799853,23000000.0,1.0,кирпичный,2023.0,9.0,12.0,42.0,балкон,,3.0,,хорошее, Есильский р-н
https://krisha.kz//a/show/681446156,28500000.0,2.0,монолитный,2012.0,3.0,12.0,67.0,несколько балконов или лоджий,,2.7,,хорошее, Алматы р-н
https://krisha.kz//a/show/692205538,41837364.0,3.0,кирпичный,2024.0,,,95.53,,2 с/у и более,,,, Сарыарка р-н
https://krisha.kz//a/show/691961884,15170000.0,1.0,кирпичный,2023.0,,,41.0,,совмещенный,,,, Алматы р-н
https://krisha.kz//a/show/691592592,18681600.0,3.0,кирпичный,2025.0,,,77.84,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/690129721,94740000.0,4.0,монолитный,2024.0,,,157.9,,совмещенный,,,, Нура р-н
https://krisha.kz//a/show/689864934,17925600.0,1.0,монолитный,2024.0,,,40.74,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/689253230,25456000.0,3.0,монолитный,2024.0,,,79.55,,совмещенный,,,, Нура р-н
https://krisha.kz//a/show/689288590,31625500.0,3.0,монолитный,2024.0,,,72.37,,раздельный,,,, Есильский р-н
https://krisha.kz//a/show/688589239,46811250.0,4.0,монолитный,2024.0,,,131.4,,2 с/у и более,,,, Нура р-н
https://krisha.kz//a/show/687325904,59470000.0,4.0,кирпичный,2024.0,,,118.94,,,,,, Нура р-н
https://krisha.kz//a/show/687014854,33056400.0,3.0,монолитный,2024.0,,,84.76,,,,,, Нура р-н
https://krisha.kz//a/show/679559049,17455000.0,3.0,монолитный,2023.0,,,69.82,,2 с/у и более,,,, Алматы р-н
https://krisha.kz//a/show/686450138,49344900.0,4.0,монолитный,2024.0,,,118.05,,2 с/у и более,,,, Нура р-н
https://krisha.kz//a/show/685955081,40260000.0,3.0,монолитный,2024.0,,,91.5,,2 с/у и более,,,, Алматы р-н
https://krisha.kz//a/show/687240595,11955200.0,1.0,монолитный,2024.0,,,37.36,,совмещенный,,,, Алматы р-н
https://krisha.kz//a/show/683999322,20347200.0,2.0,кирпичный,2024.0,,,75.36,,совмещенный,,,, Алматы р-н
https://krisha.kz//a/show/682920208,27334400.0,3.0,кирпичный,2024.0,,,85.42,,2 с/у и более,,,,
https://krisha.kz//a/show/683962801,64800000.0,4.0,монолитный,2023.0,,,128.3,,2 с/у и более,,,, Нура р-н
https://krisha.kz//a/show/681844953,42800000.0,2.0,монолитный,2023.0,,,65.93,,совмещенный,,,, Нура р-н
https://krisha.kz//a/show/679038831,24315725.0,2.0,монолитный,2024.0,,,49.7,,совмещенный,,,, Алматы р-н
https://krisha.kz//a/show/680529261,19577600.0,1.0,кирпичный,2023.0,,,42.56,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/685042134,20475000.0,2.0,монолитный,2023.0,,,58.5,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/677730583,46722560.0,3.0,монолитный,2022.0,,,120.4,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/673232339,34419000.0,3.0,монолитный,2022.0,,,89.4,,совмещенный,,,, Алматы р-н
https://krisha.kz//a/show/673201596,26985600.0,3.0,монолитный,2024.0,,,84.33,,раздельный,,,, Алматы р-н
https://krisha.kz//a/show/687326952,40913840.0,3.0,монолитный,2023.0,,,97.88,,2 с/у и более,,,, Есильский р-н
https://krisha.kz//a/show/666337432,7824600.0,1.0,монолитный,2022.0,,,34.02,,совмещенный,,,,
https://krisha.kz//a/show/665712217,36170560.0,3.0,монолитный,2022.0,,,86.9,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/665344649,58500000.0,4.0,панельный,2024.0,,,138.0,,раздельный,,,, Есильский р-н
https://krisha.kz//a/show/689193278,35689680.0,2.0,монолитный,2025.0,,,66.96,,2 с/у и более,,,, Есильский р-н
https://krisha.kz//a/show/688570027,31998870.0,2.0,монолитный,2024.0,,,63.87,,2 с/у и более,,,, Нура р-н
https://krisha.kz//a/show/688393744,36718640.0,2.0,монолитный,2024.0,,,69.02,,2 с/у и более,,,, Есильский р-н
https://krisha.kz//a/show/688329360,17325160.0,1.0,монолитный,2024.0,,,38.33,,совмещенный,,,, Нура р-н
https://krisha.kz//a/show/688329601,49824240.0,2.0,монолитный,2024.0,,,78.34,,2 с/у и более,,,, Нура р-н
https://krisha.kz//a/show/691825081,25000000.0,2.0,кирпичный,2007.0,1.0,9.0,50.0,балкон,совмещенный,2.7,,среднее, Алматы р-н
https://krisha.kz//a/show/688329509,48770800.0,3.0,монолитный,2024.0,,,107.9,,2 с/у и более,,,, Нура р-н
https://krisha.kz//a/show/689874468,17400000.0,2.0,панельный,1977.0,4.0,5.0,42.1,,совмещенный,2.5,,хорошее, р-н Байконур
https://krisha.kz//a/show/688475680,50015400.0,4.0,монолитный,2024.0,,,107.56,,2 с/у и более,,,, Нура р-н
https://krisha.kz//a/show/688329725,23925960.0,2.0,монолитный,2024.0,,,48.63,,совмещенный,,,, Нура р-н
https://krisha.kz//a/show/687604338,40926000.0,2.0,монолитный,2021.0,,,71.8,,2 с/у и более,,,, Есильский р-н
https://krisha.kz//a/show/685040106,42681730.0,4.0,монолитный,2024.0,,,105.91,,2 с/у и более,,,, Есильский р-н
https://krisha.kz//a/show/691069802,42500000.0,2.0,монолитный,2009.0,4.0,7.0,82.0,,,2.9,,хорошее, Алматы р-н
https://krisha.kz//a/show/691118168,17500000.0,2.0,панельный,1972.0,2.0,5.0,45.0,балкон,раздельный,2.5,,хорошее, р-н Байконур
https://krisha.kz//a/show/684969692,33005000.0,2.0,кирпичный,2024.0,,,71.75,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/684966765,43482140.0,3.0,монолитный,2024.0,,,81.58,,2 с/у и более,,,, Нура р-н
https://krisha.kz//a/show/692417255,30000000.0,2.0,кирпичный,2024.0,2.0,12.0,68.6,,,3.0,,черновая отделка, Есильский р-н
https://krisha.kz//a/show/684999468,21732480.0,1.0,монолитный,2024.0,,,49.28,,совмещенный,,,, Нура р-н
https://krisha.kz//a/show/682378662,136256100.0,5.0,монолитный,2023.0,,,191.91,,2 с/у и более,,,, Есильский р-н
https://krisha.kz//a/show/690842878,25240500.0,3.0,монолитный,2022.0,,,71.1,,2 с/у и более,,,, Есильский р-н
https://krisha.kz//a/show/689338308,58908330.0,3.0,монолитный,2023.0,,,116.19,,2 с/у и более,,,, Есильский р-н
https://krisha.kz//a/show/689190781,75385800.0,4.0,монолитный,2022.0,,,121.59,,2 с/у и более,,,, Есильский р-н
https://krisha.kz//a/show/688569098,64991600.0,4.0,монолитный,2025.0,,,138.28,,2 с/у и более,,,, Есильский р-н
https://krisha.kz//a/show/690721227,60648350.0,3.0,монолитный,2019.0,,,101.93,,2 с/у и более,,,, Есильский р-н
https://krisha.kz//a/show/691961228,31000000.0,2.0,монолитный,2018.0,1.0,22.0,53.3,,,2.7,,хорошее, Есильский р-н
https://krisha.kz//a/show/691945743,56500000.0,3.0,кирпичный,2016.0,8.0,10.0,110.0,лоджия,,2.7,,хорошее, Есильский р-н
https://krisha.kz//a/show/691518059,125000000.0,4.0,монолитный,2022.0,3.0,20.0,157.3,балкон,,3.1,,черновая отделка, Алматы р-н
https://krisha.kz//a/show/691087899,22400000.0,1.0,монолитный,2010.0,8.0,9.0,54.3,балкон,,2.7,,среднее, Нура р-н
https://krisha.kz//a/show/688592980,21000000.0,2.0,кирпичный,2023.0,6.0,12.0,50.7,лоджия,,3.0,,черновая отделка, Алматы р-н
https://krisha.kz//a/show/685202946,16000000.0,1.0,кирпичный,2022.0,5.0,9.0,33.0,лоджия,совмещенный,2.7,,, Алматы р-н
https://krisha.kz//a/show/681583452,35900000.0,2.0,кирпичный,2022.0,6.0,10.0,71.0,лоджия,,3.0,,хорошее, Есильский р-н
https://krisha.kz//a/show/692145905,39900000.0,2.0,монолитный,2017.0,6.0,12.0,69.0,,,2.7,,, Алматы р-н
https://krisha.kz//a/show/691619426,25500000.0,1.0,монолитный,2019.0,6.0,12.0,42.0,,,3.0,,хорошее, Есильский р-н
https://krisha.kz//a/show/692180259,77000000.0,3.0,монолитный,2019.0,8.0,8.0,115.0,,,3.0,,хорошее, Есильский р-н
https://krisha.kz//a/show/691565813,25900000.0,1.0,монолитный,2016.0,5.0,9.0,58.0,,,3.0,,хорошее, Есильский р-н
https://krisha.kz//a/show/691803229,26500000.0,2.0,монолитный,2016.0,1.0,18.0,43.0,,,2.7,,, Есильский р-н
https://krisha.kz//a/show/692184602,22000000.0,3.0,,1990.0,4.0,5.0,61.0,,,,,хорошее, р-н Байконур
https://krisha.kz//a/show/691766588,18850000.0,1.0,монолитный,2023.0,1.0,17.0,35.0,лоджия,совмещенный,2.7,,, Есильский р-н
https://krisha.kz//a/show/691405966,12500000.0,1.0,кирпичный,1980.0,4.0,5.0,32.1,балкон,совмещенный,2.7,,среднее, р-н Байконур
https://krisha.kz//a/show/688683761,29000000.0,2.0,,2022.0,6.0,16.0,67.0,,,,,, Нура р-н
https://krisha.kz//a/show/687904234,25000000.0,2.0,,2019.0,9.0,12.0,48.0,,,,,, Есильский р-н
https://krisha.kz//a/show/686466640,49000000.0,3.0,монолитный,2008.0,3.0,43.0,125.0,,,2.8,,хорошее,
https://krisha.kz//a/show/677462929,40500000.0,3.0,кирпичный,2018.0,4.0,5.0,84.0,несколько балконов или лоджий,раздельный,2.65,,хорошее, Есильский р-н
https://krisha.kz//a/show/677075999,12800000.0,1.0,кирпичный,2023.0,4.0,10.0,42.0,лоджия,,2.7,,черновая отделка, Алматы р-н
https://krisha.kz//a/show/690875538,57000000.0,3.0,монолитный,2017.0,8.0,9.0,93.2,балкон,,2.7,,хорошее, Нура р-н
https://krisha.kz//a/show/690614030,75000000.0,4.0,монолитный,2023.0,1.0,17.0,120.0,лоджия,,3.0,,черновая отделка, Есильский р-н
https://krisha.kz//a/show/684688985,33500000.0,2.0,монолитный,2022.0,6.0,9.0,62.0,балкон,,3.0,,хорошее, Есильский р-н
https://krisha.kz//a/show/691946254,18000000.0,1.0,монолитный,2023.0,4.0,9.0,40.0,,,2.7,,хорошее, Алматы р-н
https://krisha.kz//a/show/692373198,10400000.0,1.0,кирпичный,2011.0,2.0,5.0,18.0,,,,,хорошее, Алматы р-н
https://krisha.kz//a/show/692387741,36000000.0,2.0,кирпичный,2019.0,5.0,8.0,60.0,,,2.7,,хорошее, Нура р-н
https://krisha.kz//a/show/691921417,29500000.0,2.0,кирпичный,2022.0,5.0,10.0,59.0,лоджия,,3.0,,черновая отделка, Алматы р-н
https://krisha.kz//a/show/691678942,35000000.0,3.0,монолитный,2009.0,4.0,9.0,71.0,лоджия,,2.7,,хорошее, Есильский р-н
https://krisha.kz//a/show/691358772,29990000.0,3.0,кирпичный,2007.0,9.0,9.0,80.0,балкон,,2.7,,хорошее, р-н Байконур
https://krisha.kz//a/show/691050510,29500000.0,2.0,кирпичный,2005.0,3.0,9.0,66.1,балкон,раздельный,2.7,,хорошее, Сарыарка р-н
https://krisha.kz//a/show/680367231,30500000.0,2.0,монолитный,2017.0,6.0,21.0,74.0,лоджия,,2.9,,среднее, Есильский р-н
https://krisha.kz//a/show/688421080,10529900.0,1.0,кирпичный,2024.0,,,36.31,,совмещенный,,,, Нура р-н
https://krisha.kz//a/show/684225373,37000000.0,3.0,кирпичный,2020.0,3.0,5.0,88.8,несколько балконов или лоджий,раздельный,2.8,,хорошее, Есильский р-н
https://krisha.kz//a/show/691396361,37000000.0,2.0,монолитный,2022.0,3.0,7.0,60.0,,,,,черновая отделка, Есильский р-н
https://krisha.kz//a/show/689953079,16300000.0,1.0,монолитный,2013.0,1.0,15.0,32.5,лоджия,совмещенный,2.7,,, Есильский р-н
https://krisha.kz//a/show/689433793,19000000.0,1.0,кирпичный,2008.0,2.0,10.0,43.0,балкон,,2.7,,хорошее, р-н Байконур
https://krisha.kz//a/show/683198941,38000000.0,2.0,монолитный,2020.0,6.0,11.0,73.0,,,3.0,,, Есильский р-н
https://krisha.kz//a/show/677807950,25800000.0,2.0,панельный,2020.0,2.0,16.0,51.9,лоджия,,2.7,,хорошее, Есильский р-н
https://krisha.kz//a/show/676692092,46000000.0,2.0,,2009.0,2.0,7.0,85.9,,2 с/у и более,3.5,,, Алматы р-н
https://krisha.kz//a/show/688082468,26000000.0,3.0,,1998.0,3.0,6.0,62.0,,раздельный,2.7,,хорошее, Алматы р-н
https://krisha.kz//a/show/684784273,29500000.0,2.0,кирпичный,2005.0,7.0,9.0,65.0,лоджия,,2.7,,хорошее, Алматы р-н
https://krisha.kz//a/show/670603438,34700000.0,2.0,монолитный,2017.0,2.0,14.0,62.0,лоджия,совмещенный,3.0,,, Есильский р-н
https://krisha.kz//a/show/691095892,14300000.0,1.0,кирпичный,2023.0,1.0,9.0,37.0,балкон,совмещенный,2.7,,, Алматы р-н
https://krisha.kz//a/show/688177866,27500000.0,1.0,кирпичный,2022.0,5.0,9.0,38.0,лоджия,,3.0,,хорошее, Нура р-н
https://krisha.kz//a/show/678324381,35000000.0,2.0,кирпичный,2019.0,4.0,12.0,77.7,балкон,,2.7,,хорошее, Алматы р-н
https://krisha.kz//a/show/692455407,26900000.0,2.0,кирпичный,2024.0,5.0,12.0,42.0,,,3.0,,хорошее, Есильский р-н
https://krisha.kz//a/show/680855662,49000000.0,2.0,,2022.0,1.0,12.0,68.0,,,2.8,,черновая отделка,
https://krisha.kz//a/show/691265606,26799000.0,2.0,кирпичный,2023.0,8.0,12.0,40.0,,,3.0,,, Есильский р-н
https://krisha.kz//a/show/690948419,48000000.0,3.0,монолитный,2010.0,1.0,15.0,85.0,,,2.7,,хорошее, Есильский р-н
https://krisha.kz//a/show/689910811,24350000.0,2.0,монолитный,2023.0,7.0,16.0,62.0,,,3.0,,, Алматы р-н
https://krisha.kz//a/show/691567586,50000000.0,2.0,монолитный,2010.0,1.0,20.0,110.0,балкон и лоджия,раздельный,2.7,,, Сарыарка р-н
https://krisha.kz//a/show/687654672,21500000.0,2.0,кирпичный,1978.0,2.0,5.0,48.0,лоджия,раздельный,2.7,,хорошее, Алматы р-н
https://krisha.kz//a/show/684017299,13800000.0,2.0,кирпичный,2022.0,7.0,10.0,40.0,лоджия,,2.8,,хорошее, Алматы р-н
https://krisha.kz//a/show/690982958,26900000.0,1.0,монолитный,2024.0,7.0,9.0,41.0,,,3.0,,, Есильский р-н
https://krisha.kz//a/show/690281299,23500000.0,2.0,кирпичный,2010.0,7.0,9.0,60.0,лоджия,,2.8,,среднее, Алматы р-н
https://krisha.kz//a/show/689993027,25000000.0,2.0,монолитный,2022.0,4.0,12.0,45.09,,,3.0,,хорошее, р-н Байконур
https://krisha.kz//a/show/687334254,13900000.0,1.0,кирпичный,2023.0,1.0,12.0,37.0,лоджия,,2.7,,черновая отделка, Сарыарка р-н
https://krisha.kz//a/show/692615425,16600000.0,1.0,,2024.0,5.0,5.0,34.18,,совмещенный,,,хорошее, р-н Байконур
https://krisha.kz//a/show/691944532,15000000.0,1.0,кирпичный,2023.0,2.0,12.0,29.0,,,3.0,,, Есильский р-н
https://krisha.kz//a/show/688213658,13900000.0,1.0,монолитный,2023.0,9.0,20.0,42.0,,совмещенный,3.0,,, Алматы р-н
https://krisha.kz//a/show/683006795,16600000.0,1.0,кирпичный,2023.0,1.0,10.0,41.0,,,,,, р-н Байконур
https://krisha.kz//a/show/674917924,49999999.0,3.0,монолитный,2022.0,5.0,9.0,80.8,лоджия,,3.0,,хорошее, Есильский р-н
https://krisha.kz//a/show/692205526,16601562.0,1.0,кирпичный,2024.0,,,37.76,,совмещенный,,,, Сарыарка р-н
https://krisha.kz//a/show/691592594,19824000.0,3.0,кирпичный,2025.0,,,82.6,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/689864935,18997400.0,1.0,монолитный,2024.0,,,44.18,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/687325912,19125000.0,1.0,кирпичный,2024.0,,,38.25,,,,,, Нура р-н
https://krisha.kz//a/show/687015015,16994500.0,1.0,монолитный,2024.0,,,41.45,,,,,, Нура р-н
https://krisha.kz//a/show/685145988,13003050.0,1.0,монолитный,2023.0,,,37.69,,совмещенный,,,, Алматы р-н
https://krisha.kz//a/show/683999324,22510800.0,3.0,кирпичный,2024.0,,,86.58,,2 с/у и более,,,, Алматы р-н
https://krisha.kz//a/show/680906999,53100000.0,3.0,монолитный,2023.0,,,90.83,,2 с/у и более,,,, Нура р-н
https://krisha.kz//a/show/678811630,21537700.0,2.0,монолитный,2023.0,,,58.21,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/677730584,22000000.0,2.0,монолитный,2022.0,,,57.4,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/690250328,60000000.0,4.0,кирпичный,1998.0,5.0,11.0,123.1,несколько балконов или лоджий,,3.0,,хорошее, Сарыарка р-н
https://krisha.kz//a/show/690454125,23500000.0,2.0,кирпичный,2018.0,2.0,7.0,54.14,лоджия,,2.8,,хорошее, Алматы р-н
https://krisha.kz//a/show/673201597,27324800.0,3.0,монолитный,2024.0,,,85.39,,2 с/у и более,,,, Алматы р-н
https://krisha.kz//a/show/691605375,26700000.0,2.0,монолитный,2016.0,1.0,25.0,58.0,лоджия,совмещенный,2.7,,хорошее, р-н Байконур
https://krisha.kz//a/show/692213958,39000000.0,2.0,кирпичный,2022.0,4.0,12.0,61.0,лоджия,,3.0,,хорошее, Есильский р-н
https://krisha.kz//a/show/689824437,38000000.0,2.0,монолитный,2019.0,5.0,9.0,57.0,лоджия,,2.7,,хорошее, Нура р-н
https://krisha.kz//a/show/691987070,27500000.0,2.0,кирпичный,2024.0,1.0,12.0,43.0,,,,,, Есильский р-н
https://krisha.kz//a/show/666337433,7985600.0,1.0,монолитный,2022.0,,,34.72,,совмещенный,,,,
https://krisha.kz//a/show/689237523,43000000.0,3.0,кирпичный,2016.0,4.0,9.0,89.6,лоджия,,2.7,,хорошее, Алматы р-н
https://krisha.kz//a/show/687047641,29500000.0,2.0,монолитный,2021.0,2.0,9.0,60.0,,,3.0,,хорошее, Сарыарка р-н
https://krisha.kz//a/show/690833504,65000000.0,4.0,кирпичный,2007.0,7.0,12.0,153.0,,,,,, Сарыарка р-н
https://krisha.kz//a/show/685398364,23500000.0,2.0,кирпичный,2010.0,2.0,12.0,63.0,несколько балконов или лоджий,,2.7,,хорошее, Сарыарка р-н
https://krisha.kz//a/show/677857506,15900000.0,1.0,,2021.0,1.0,13.0,48.0,,раздельный,2.7,,, Алматы р-н
https://krisha.kz//a/show/691679987,19350000.0,1.0,монолитный,2023.0,1.0,21.0,38.79,,,3.0,,хорошее, Алматы р-н
https://krisha.kz//a/show/691334565,19000000.0,1.0,кирпичный,2022.0,9.0,10.0,36.2,лоджия,,3.0,,хорошее, Сарыарка р-н
https://krisha.kz//a/show/688948140,29500000.0,3.0,кирпичный,2023.0,7.0,9.0,87.0,,2 с/у и более,2.7,,,
https://krisha.kz//a/show/686373466,21890000.0,2.0,монолитный,2023.0,4.0,14.0,52.0,,,2.85,,, Есильский р-н
https://krisha.kz//a/show/682997459,72000000.0,3.0,монолитный,2020.0,6.0,12.0,111.2,лоджия,,3.0,,хорошее, Есильский р-н
https://krisha.kz//a/show/675555040,64500000.0,3.0,монолитный,2019.0,8.0,12.0,104.0,лоджия,,3.3,,хорошее, Алматы р-н
https://krisha.kz//a/show/692511896,12000000.0,1.0,кирпичный,2024.0,4.0,9.0,30.1,балкон,,2.8,,черновая отделка, Нура р-н
https://krisha.kz//a/show/691098903,10000000.0,1.0,кирпичный,2022.0,4.0,9.0,22.0,балкон,,2.7,,хорошее, Алматы р-н
https://krisha.kz//a/show/690322530,16300000.0,1.0,кирпичный,2023.0,1.0,12.0,44.0,лоджия,,3.0,,черновая отделка, Алматы р-н
https://krisha.kz//a/show/689097006,31100000.0,2.0,монолитный,2024.0,8.0,10.0,78.0,,,3.0,,черновая отделка, Нура р-н
